Transaction Type,Transaction ID,Tax lot ID,Asset name,Amount,Date Acquired,Cost basis (USD),Date of Disposition,Proceeds (USD),Gains (Losses) (USD),Holding period (Days),Data source
Sell,74738fe8-3ae5-5bc4-adb4-685b1911ea77,a3785081-5ab9-499c-8396-39820f3e3b85,TIA,8.12,01/01/2024,99.897159096,01/01/2024,99.538314372,-0.358844724,0,Coinbase
Sell,640638c9-1898-5841-aa46-cf04ea846218,ac9adcd1-d0eb-4d56-b301-2dc1370bf4a2,TRB,0.378,01/01/2024,82.889121798,01/01/2024,81.434336256,-1.454785542,0,Coinbase
Sell,9cc7f8b9-e2d7-5100-b81f-122d5c7ecaeb,ac9adcd1-d0eb-4d56-b301-2dc1370bf4a2,TRB,1.129,01/01/2024,247.570948439,01/01/2024,243.1920192,-4.378929239,0,Coinbase
Sell,cdbfb15b-9ec8-579f-a1c2-5345eeb61853,ac9adcd1-d0eb-4d56-b301-2dc1370bf4a2,TRB,1.493,01/01/2024,327.390102763,01/01/2024,321.584460288,-5.805642475,0,Coinbase
Sell,69ef3fff-d3e1-57da-8a0b-e815db77dc60,b2147ba2-2fe5-4798-9d31-043ea07b6576,TRB,0.601,01/01/2024,130.472206658,01/01/2024,131.112466983,0.640260325,0,Coinbase
Sell,fc0485af-7160-59e0-aa6d-bae13cc4a818,b2147ba2-2fe5-4798-9d31-043ea07b6576,TRB,0.013,01/01/2024,2.822194154,01/01/2024,2.836043379,0.013849225,0,Coinbase
Sell,04515f39-39ef-5929-9ff9-b4cc069c218b,b2147ba2-2fe5-4798-9d31-043ea07b6576,TRB,0.386,01/01/2024,83.797457188,01/01/2024,83.078484324,-0.718972864,0,Coinbase
Sell,a96d8369-b1fe-5e68-95cb-c5baa6a1fb05,d8d83f86-9715-468d-ac82-54bdcc437db1,TRB,1,01/01/2024,213.519359,01/01/2024,210.832314,-2.687045,0,Coinbase
Sell,c25798e8-46fb-524b-9f50-42b59fb603b9,a6e2086d-c36b-4a6f-9508-6ebd9f27c4c3,TRB,1,01/01/2024,210.557287,01/01/2024,207.11808,-3.439207,0,Coinbase
Sell,224a7777-3eae-526f-bf86-a7ca778b345f,744e35d8-3ff9-4189-9ac5-25b3d6315b11,TRB,0.064,01/01/2024,13.31811616,01/01/2024,13.17888,-0.13923616,0,Coinbase
Sell,224a7777-3eae-526f-bf86-a7ca778b345f,63a82a89-4b2c-49d1-ba27-e18938ca4f72,TRB,0.936,01/01/2024,194.77744884,01/01/2024,192.74112,-2.03632884,0,Coinbase
Sell,9665d45e-d5a1-5513-93ad-23cfd8284ac7,c32ec3c9-be8c-4d0c-99cc-7f190863b0fb,TRB,1,01/01/2024,198.648957,01/01/2024,194.9376,-3.711357,0,Coinbase
Sell,f41d7353-cafb-5c76-9ef9-05ec5701b6af,9ca33c13-e786-4a58-85fd-61760d1432ba,TRB,1,01/01/2024,197.888425,01/01/2024,195.752877,-2.135548,0,Coinbase
Sell,f41d7353-cafb-5c76-9ef9-05ec5701b6af,3c7c5585-f70d-42dd-a4e6-8e3dab5f46d2,TRB,1,01/01/2024,198.078558,01/01/2024,195.752877,-2.325681,0,Coinbase
Sell,f7d45616-3e91-57c5-9f6d-7419e466d747,eb9f69a3-50c4-427c-88c2-a4256a2bb1df,TRB,0.534,01/01/2024,107.553414726,01/01/2024,107.664422112,0.111007386,0,Coinbase
Sell,f7d45616-3e91-57c5-9f6d-7419e466d747,185f7d88-bc01-4ca8-972a-2739d51371b3,TRB,0.466,01/01/2024,93.857474274,01/01/2024,93.954345888,0.096871614,0,Coinbase
Sell,850f9e8d-9b72-5eb6-acd1-8b8a165371f8,5a6b79b7-82e6-434c-94ca-9a7a13946828,TRB,1,01/01/2024,201.661064,01/01/2024,202.068453,0.407389,0,Coinbase
Sell,bfd01f3d-c72e-5c64-aed1-21b29f2f7a0c,5f949bb0-ba04-4a8d-a2d6-527370bea069,TRB,1,01/01/2024,200.34014,01/01/2024,203.207655,2.867515,0,Coinbase
Sell,bfd01f3d-c72e-5c64-aed1-21b29f2f7a0c,5a6b79b7-82e6-434c-94ca-9a7a13946828,TRB,1,01/01/2024,201.661064,01/01/2024,203.207655,1.546591,0,Coinbase
Sell,ed805c4d-e5d0-5313-b0db-e0d01823f955,5749d2e4-d805-43c3-a98e-38e18c7bcc0c,TRB,0.014,01/01/2024,2.827738032,01/01/2024,2.793004032,-0.034734,0,Coinbase
Sell,b6a265dd-84e8-523e-a32f-ce9e6a710cbc,5749d2e4-d805-43c3-a98e-38e18c7bcc0c,TRB,0.055,01/01/2024,11.10897084,01/01/2024,10.97361408,-0.13535676,0,Coinbase
Sell,b6a265dd-84e8-523e-a32f-ce9e6a710cbc,885463f8-ee0c-4fe2-8442-b2d175a7a7ef,TRB,0.931,01/01/2024,188.044579128,01/01/2024,185.753358336,-2.291220792,0,Coinbase
Sell,65f78ffb-b9a2-5e39-b7d8-61310b109a85,1b804bbb-85d4-43b5-8c7c-004b72541584,TRB,1,01/01/2024,199.449517,01/01/2024,200.789349,1.339832,0,Coinbase
Sell,2b0db393-e7c3-5add-aa2d-2a13d6d7d69f,3ff7b619-a22e-4aac-bfa9-463f44dff189,TRB,0.9,01/01/2024,180.035937,01/01/2024,178.07526,-1.960677,0,Coinbase
Sell,2b0db393-e7c3-5add-aa2d-2a13d6d7d69f,7fe49473-8dea-498e-92ca-6688fb33d595,TRB,0.1,01/01/2024,20.003993,01/01/2024,19.78614,-0.217853,0,Coinbase
Sell,39df8bd2-410a-55d6-9cae-2f4bdea6523d,ef3f9e77-b47f-4480-a813-ad447e389236,BTC,0.00000155,01/01/2024,0.06691860725,01/01/2024,0.0673590296502,0.0004404224002,0,Coinbase
Sell,39df8bd2-410a-55d6-9cae-2f4bdea6523d,68f58e05-4fbd-44e7-a221-6cb654a15832,BTC,0.00041985,01/01/2024,18.04752049174515,01/01/2024,18.2456055475074,0.19808505576225,0,Coinbase
Sell,41f95a18-88c1-59fb-a2cc-c332567aea19,68f58e05-4fbd-44e7-a221-6cb654a15832,BTC,0.00074332,01/01/2024,31.95208510640468,01/01/2024,32.30278317392688,0.3506980675222,0,Coinbase
Sell,41f95a18-88c1-59fb-a2cc-c332567aea19,eb96a6b3-d6f9-4b2c-9b1e-b8783a905b1b,BTC,0.00119413,01/01/2024,51.12564772406329,01/01/2024,51.89383101689892,0.76818329283563,0,Coinbase
Sell,159db2ea-33b9-556a-b20c-3138ea711118,eb96a6b3-d6f9-4b2c-9b1e-b8783a905b1b,BTC,0.00063765,01/01/2024,27.30043569062745,01/01/2024,27.7106356493226,0.41019995869515,0,Coinbase
Sell,b3222a3a-bde7-5604-930e-d20ea0aea712,65069be8-c81f-4717-9000-01ef1b65bfdc,BTC,0.01171008,12/31/2023,499.978906108416,01/01/2024,508.89008124271874,8.91117513430272,1,Coinbase
Sell,b3222a3a-bde7-5604-930e-d20ea0aea712,1992b3e1-054b-40a6-a892-e5576367743c,BTC,0.01176289,12/31/2023,499.54943540628665,01/01/2024,511.1850685690588,11.63563316277211,1,Coinbase
Sell,b3222a3a-bde7-5604-930e-d20ea0aea712,df2a66b2-e249-47ab-8a30-d2c771b4d733,BTC,0.01753062,01/01/2024,749.3240824203323,01/01/2024,761.8358402363801,12.51175781604786,0,Coinbase
Sell,b3222a3a-bde7-5604-930e-d20ea0aea712,ad5e6765-9148-4699-8882-00444d39171c,BTC,0.01175453,12/31/2023,499.999561574697,01/01/2024,510.8217643833325,10.82220280863552,1,Coinbase
Sell,b3222a3a-bde7-5604-930e-d20ea0aea712,d5b33b43-bd2a-4f78-bf8a-e569ba34830a,BTC,0.02348989,12/31/2023,1000.6671782287316,01/01/2024,1020.8104496709268,20.14327144219523,1,Coinbase
Sell,b3222a3a-bde7-5604-930e-d20ea0aea712,d6da51aa-e833-4f40-954d-43da536fc624,BTC,0.01173934,12/31/2023,499.9994264567806,01/01/2024,510.16164589276053,10.16221943597994,1,Coinbase
Sell,b3222a3a-bde7-5604-930e-d20ea0aea712,88094280-bb22-4f3c-b1d8-2beb597d8833,BTC,0.00235213,12/31/2023,100.06579397093917,01/01/2024,102.21754478137092,2.15175081043175,1,Coinbase
Sell,b3222a3a-bde7-5604-930e-d20ea0aea712,52bda6d4-b611-41cc-9e1b-3614ced1a564,BTC,0.00940078,12/31/2023,399.93389593522704,01/01/2024,408.5338185516175,8.5999226163905,1,Coinbase
Sell,b3222a3a-bde7-5604-930e-d20ea0aea712,eb96a6b3-d6f9-4b2c-9b1e-b8783a905b1b,BTC,0.0040074,01/01/2024,171.5733803601042,01/01/2024,174.1513389807816,2.5779586206774,0,Coinbase
Sell,fea0ea7b-2f34-5d85-b8dd-ad2ca079dcb9,df659552-cc19-46c9-b8fc-534ad5f4213b,SOL,0.761,01/01/2024,81.78861198,01/01/2024,82.928959065,1.140347085,0,Coinbase
Sell,06415560-befa-586c-92c5-06492056da43,385c982c-c892-4401-89ae-7094ddae3b46,SOL,4.319,12/31/2023,435.400627242,01/01/2024,469.664584494,34.263957252,1,Coinbase
Sell,06415560-befa-586c-92c5-06492056da43,0d4e5b11-b287-48b9-8d4e-dfd0c78104bb,SOL,0.681,12/31/2023,68.651962758,01/01/2024,74.054545506,5.402582748,1,Coinbase
Sell,06415560-befa-586c-92c5-06492056da43,5fe7af06-e642-44d6-b37b-5b2bfedaaf93,SOL,1,12/31/2023,101.701141,01/01/2024,108.743826,7.042685,1,Coinbase
Sell,06415560-befa-586c-92c5-06492056da43,df659552-cc19-46c9-b8fc-534ad5f4213b,SOL,5.264,01/01/2024,565.74934752,01/01/2024,572.427500064,6.678152544,0,Coinbase
Sell,e466cde1-acff-5c6a-a466-9b579ef2d7fd,2023e947-0d21-4023-8daf-fb77affd8d6b,BTC,0.02294414,01/01/2024,999.9991762291238,01/01/2024,1002.7781112700426,2.7789350409188,0,Coinbase
Sell,bf76ba96-9ad3-52de-9fd6-d9252bae5bcd,cd5d8919-c746-4235-81d0-551c21cef704,BTC,0.05677448,01/01/2024,2499.9984892192933,01/01/2024,2503.3045693837576,3.306080164464,0,Coinbase
Sell,e8defbd6-8652-5098-b61d-5bfa12eeb7c4,32d43d1a-1f14-488f-ba63-ce84840c0bec,BTC,0.02260065,01/01/2024,999.9992278971662,01/01/2024,996.9535483697078,-3.04567952745825,0,Coinbase
Sell,d939d4a4-290f-5448-b95e-7ba22dac963d,be4651e5-6642-48c0-acdc-dada957bc69d,BTC,0.00948359,01/01/2024,419.14941840113346,01/01/2024,420.7349474362572,1.58552903512374,0,Coinbase
Sell,d939d4a4-290f-5448-b95e-7ba22dac963d,4f9f8be8-135d-40af-80bb-262687927a05,BTC,0.00679096,01/01/2024,300.14234423729425,01/01/2024,301.2777016553568,1.13535741806256,0,Coinbase
Sell,d939d4a4-290f-5448-b95e-7ba22dac963d,a2d87952-6332-4ce7-874b-68c69e011f9b,BTC,0.01,01/01/2024,441.97336494,01/01/2024,443.6452308,1.67186586,0,Coinbase
Sell,d939d4a4-290f-5448-b95e-7ba22dac963d,e3e326d6-ecb4-4120-b509-ed81a80563e3,BTC,0.00306077,01/01/2024,135.27788162074037,01/01/2024,135.7896013075716,0.51171968683122,0,Coinbase
Sell,d939d4a4-290f-5448-b95e-7ba22dac963d,195d337f-8bf1-4ce3-b066-ab6aa7ef8728,BTC,0.00030577,01/01/2024,13.51421957977038,01/01/2024,13.5653402221716,0.05112064240122,0,Coinbase
Sell,d939d4a4-290f-5448-b95e-7ba22dac963d,2c4cd6a9-ab71-4bd9-8ebf-a7ecd6e73dc5,BTC,0.00064646,01/01/2024,28.57181014991124,01/01/2024,28.6798895902968,0.10807944038556,0,Coinbase
Sell,d939d4a4-290f-5448-b95e-7ba22dac963d,5dc6a13d-bf89-4afc-b39a-6819a38c96ff,BTC,0.00227502,01/01/2024,100.54982447057988,01/01/2024,100.9301772974616,0.38035282688172,0,Coinbase
Sell,d939d4a4-290f-5448-b95e-7ba22dac963d,70988c83-b9c4-4b9d-9b7d-cd3b84a9cfba,BTC,0.00018292,01/01/2024,8.08457679148248,01/01/2024,8.1151585617936,0.03058177031112,0,Coinbase
Sell,d939d4a4-290f-5448-b95e-7ba22dac963d,a8049358-f0c5-4e34-821f-1657a88bb4ab,BTC,0.00113139,01/01/2024,50.00442453594666,01/01/2024,50.1935777674812,0.18915323153454,0,Coinbase
Sell,d939d4a4-290f-5448-b95e-7ba22dac963d,f0bb3149-0c8a-4cca-ac41-e5c7dac5c2ee,BTC,0.0000618,01/01/2024,2.7313953953292,01/01/2024,2.741727526344,0.0103321310148,0,Coinbase
Sell,c7c04268-b77d-5058-a18a-bca744869a2c,b11d684b-cf9c-4bb1-915b-5985501c061c,SEI,14,01/01/2024,9.93715114,01/01/2024,10.06035282,0.12320168,0,Coinbase
Sell,07de0a98-213b-5de9-8a99-39211b969011,f99805a0-89f0-4240-ac21-94d40ed80389,TRB,0.3812347542056722,01/01/2024,67.54867657756208,01/01/2024,66.8757735998343,-0.6729029777277722,0,Coinbase
Sell,07de0a98-213b-5de9-8a99-39211b969011,55920a30-dede-4d6c-af18-b1b87875541b,TRB,0.0007652457943278,01/01/2024,0.13799382024236606,01/01/2024,0.13423856016569302,-0.0037552600766730397,0,Coinbase
Sell,b09cf066-3400-5b06-b817-33d2b98c574f,f99805a0-89f0-4240-ac21-94d40ed80389,TRB,0.618,01/01/2024,109.499676156,01/01/2024,108.50659218,-0.993083976,0,Coinbase
Sell,ab792b27-9c90-553d-be2e-fb78c16aabc8,b45893af-72d8-426b-aa94-2959359e0efb,SOL,1,01/01/2024,112.428645,01/01/2024,110.992251,-1.436394,0,Coinbase
Sell,3cefadca-044f-591d-a27b-58349a16f662,05f6aa01-5880-419f-8de6-b9476e25d2cf,TRB,0.583,01/01/2024,107.166233889,01/01/2024,107.872716204,0.706482315,0,Coinbase
Sell,b2eeec4f-caff-5cff-aa72-e23fbdd804d8,05f6aa01-5880-419f-8de6-b9476e25d2cf,TRB,0.417,01/01/2024,76.652349111,01/01/2024,77.157671796,0.505322685,0,Coinbase
Sell,762ca40f-bd8f-501f-8672-ec99682426fd,ea34f402-4d8b-4e6c-8930-832eeb46e4de,TRB,1,01/01/2024,185.199549,01/01/2024,183.985152,-1.214397,0,Coinbase
Sell,13e55c41-3e74-5664-a95d-4ce32872fc95,a5855dad-f087-4830-93eb-8c9cebb94b84,OP,25.84,01/01/2024,99.967368208,01/01/2024,99.402221568,-0.56514664,0,Coinbase
Sell,c20dbbf0-ff95-5f4d-84a1-faefb4d97a31,d37a85d0-6cf5-4f8d-9c3d-009f5bc9c708,BIGTIME,310.2436502022328,01/01/2024,149.46204832901515,01/01/2024,149.82029628945682,0.35824796044167445,0,Coinbase
Sell,c20dbbf0-ff95-5f4d-84a1-faefb4d97a31,2a87df8f-985c-4801-a435-8e58dac69ffa,BIGTIME,0.7563497977672223,12/18/2023,0.3967690476929084,01/01/2024,0.36525018554317046,-0.03151886214973794,14,Coinbase
Sell,5177d94d-80e1-59a1-96a5-79dc4b629458,b8ca763e-8c56-4910-94a1-961d4835e301,TRB,3,01/01/2024,555.418521,01/01/2024,558.119043,2.700522,0,Coinbase
Sell,06931b30-3d76-5a08-bbcf-f04892c8244f,03d5224e-947c-4284-a537-f539eed89fc4,INJ,2.57,01/01/2024,99.857811572,01/01/2024,99.435606318,-0.422205254,0,Coinbase
Sell,755bc017-b795-5a0e-8f11-87dfbf36cebc,03d5224e-947c-4284-a537-f539eed89fc4,INJ,1.29,01/01/2024,50.123181684,01/01/2024,49.920281325,-0.202900359,0,Coinbase
Sell,755bc017-b795-5a0e-8f11-87dfbf36cebc,50aec6cd-fc4d-44b6-9640-85e2d04ca5db,INJ,2.57,01/01/2024,99.762655009,01/01/2024,99.453583725,-0.309071284,0,Coinbase
Sell,b7980399-e277-51b0-8cea-b0bf37285402,8a46e34c-3c98-403b-b369-60af0a7da21b,FARM,2.978,01/01/2024,156.841852498,01/01/2024,156.414113424,-0.427739074,0,Coinbase
Sell,b7980399-e277-51b0-8cea-b0bf37285402,0069d750-c903-482c-9643-fd64c29a4d28,FARM,0.022,01/01/2024,1.158670502,01/01/2024,1.155510576,-0.003159926,0,Coinbase
Sell,55594650-746c-5e12-b1d6-e3650feba554,c02d7f77-3cf0-44b3-a93f-8904d8305271,TRB,0.612,01/01/2024,112.539842784,01/01/2024,112.033801404,-0.50604138,0,Coinbase
Sell,55594650-746c-5e12-b1d6-e3650feba554,a1c83237-9d09-421e-a10c-d98dd8348360,TRB,0.388,01/01/2024,71.348789216,01/01/2024,71.027965596,-0.32082362,0,Coinbase
Sell,93200089-1f4c-5f1f-9b99-3a200e7936d4,e3febbc2-d3ae-4f38-868a-242e26cfdafa,METIS,1.524,01/01/2024,141.393988992,01/01/2024,138.964220928,-2.429768064,0,Coinbase
Sell,93200089-1f4c-5f1f-9b99-3a200e7936d4,249db82d-bd0a-4b68-8cd2-69f7f2bb33ac,METIS,0.0016104402213798,01/01/2024,0.14942988799999848,01/01/2024,0.14684617500994734,-0.0025837129900511254,0,Coinbase
Sell,93200089-1f4c-5f1f-9b99-3a200e7936d4,20c2a185-3619-4f70-b815-b4a82fbaf856,METIS,0.63,01/01/2024,58.45658112,01/01/2024,57.44583936,-1.01074176,0,Coinbase
Sell,93200089-1f4c-5f1f-9b99-3a200e7936d4,b087a27c-1c1c-44e0-93a7-a35ac15f70fd,METIS,0.0003895597786202,01/01/2024,0.036056817892920354,01/01/2024,0.035521568990052654,-0.0005352489028676968,0,Coinbase
